,annotation_id,id,text,class,label
1906,56297399,1888702616747802684,"TVDuell: Weil es hier auch um Energie geht, soll doch einmal die hervorragende Bilanz des Wirtschaftsministers nicht unerwähnt bleiben.",Non-Propaganda,0
923,56620149,1888697480340017310,Darum am 23.2. GRÜN!,Non-Propaganda,0
102,56621482,1893202645910786432,Achtung: Verwechslungsgefahr!,Non-Propaganda,0
957,56068162,1879465675451974023,Wieder werden Erinnerungen wach…,Non-Propaganda,0
1270,56616580,1884899374741815359,Noch während der Debatte zum Jahreswirtschaftsbericht von Robert Habeck: eine EIL-Meldung mit Symbolcharakter.,Non-Propaganda,0
1155,56617723,1884646936801636535,Ein Antrag der Union hat mit Stimmen der AfD eine Mehrheit im Deutschen Bundestag erlangt.,Non-Propaganda,0
669,56122618,1890795648963772576,Einer davon war definitiv das Gespräch mit Gerlinde in Leipzig.,Non-Propaganda,0
1973,56118471,1888681414948004311,Da sind sich Merz und Scholz im TVDuell einig:,Non-Propaganda,0
1513,56618632,1881691109438697812,Weil das in unserem beiderseitigen Interesse liegt.,Non-Propaganda,0
179,56119294,1883599720117063852,"Jetzt ist der Moment, für unsere Freiheit, Selbstbestimmung & ein gerechtes Aufstiegsversprechen einzutreten.",Propaganda,1
339,56071813,1878048438925037743,"Die deutsche Küstenwache sieht zu, wie täglich Millionen US-Dollar an Öl an ihr vorbeigeschifft werden.",Propaganda,1
650,56296316,1893417485795500439,Jetzt braucht es morgen deine Stimme!,Non-Propaganda,0
222,56619272,1881394207417622744,"Europe United"" – Zusammenhalt, Freiheit, Demokratie in einem vereinten, starken Europa.",Propaganda,1
1970,56626844,1876350786105692513,"Du Dich schonmal gefragt, wie es auf unserer Seite der ""Brandmauer"" aussieht?",Non-Propaganda,0
1857,56617851,1876609798696776054,Geiselnahme durch einen Migranten in einer Bank im CDU-regierten Hessen:,Non-Propaganda,0
1117,56122069,1888106052987605115,Wir freuen uns auf starke Reden von Markus Söder und Friedrich Merz.,Non-Propaganda,0
1395,56623233,1879809445833891873,"Geld wäre da – würden wir den Staatsapparat deutlich verschlanken, grüne Subventionen zurückfahren und das Bürgergeld reformieren.",Propaganda,1
1456,56615782,1889079520994476179,Und die DAX-Vorstände haben bereits am 4. Januar den Jahreslohn eines durchschnittlich Verdienenden erhalten.,Propaganda,1
1619,56619381,1880586497898037600,Diese falsche Schwerpunktsetzung ist fatal und beschädigt unseren Rechtsstaat!,Propaganda,1
914,56117632,1888678785068790193,"Eine Erhöhung, von der 7 Millionen Menschen profitieren.",Non-Propaganda,0
842,56619255,1889999888420929852,"Prognose: Wie schon der Täter in Aschaffenburg wird auch er im CSU-regierten Bayern polizeibekannt & ausreisepflichtig sein - und als ""psychisch krank"" eingestuft werden.",Non-Propaganda,0
658,56123262,1891556843073196475,Wir werden diesen Wahnsinn beenden!,Propaganda,1
371,56065492,1885317085569454362,"Leider gab es bei Grün-Rot keine Bereitschaft, über eine konsequente Wende in der Migrationspolitik zu sprechen.",Non-Propaganda,0
1342,56065623,1873643715262112158,Konsequente Abschiebungen gibt es nur mit der AfD! DeshalbAfD,Propaganda,1
643,56118960,1884731677550707010,Heute hat er es getan.,Non-Propaganda,0
586,56065407,1877389194399543672,"Er war ein Präsident, der durch sein Handeln Maßstäbe setzte – für Frieden, Demokratie und Menschenrechte.",Non-Propaganda,0
1565,56619188,1884936285434818836,"Die Menschen, die leisten, müssen wir entlasten!",Propaganda,1
1091,56067431,1886800575121015180,ThyssenKrupp steht für stolze Industriegeschichte.,Propaganda,1
1398,56067247,1888216068264440032,"Neue Hinweise, dass die Warburg-Spende eine Gegenleistung für die Rolle des Bundeskanzler im Cum-Ex Verfahren der Warburg Bank war und verräterische Textnachrichten zwischen Hamburger Oberstaatsanwalt und Mr House of Kahrs!",Propaganda,1
855,56119589,1883464747301130721,Unser außerordentlicher Parteitag – die BDK25 – ist gestartet.,Non-Propaganda,0
1103,56122770,1886391296056541384,"Die AfD ist dazu da, dieses Land zu schützen, es wieder groß und stolz zu machen.",Propaganda,1
156,56117712,1881975035084087651,Viele sollten gar nicht erst nach Deutschland kommen.,Non-Propaganda,0
224,56065533,1882195459810431081,30 Minuten Crash Kurs über die EU mit MartinSonneborn,Non-Propaganda,0
1426,56615916,1892161707801239645,"Die Union wird keine ihrer Positionen umsetzen können - keinen Grenzschutz, keine Abschiebungen, keine Politik für Deutschland.",Propaganda,1
89,56122023,1891229726804418920,Wir ducken uns bei der Rente nicht weg.,Propaganda,1
1881,56068543,1882804076188205377,Darauf kommt es jetzt an.,Non-Propaganda,0
347,56615787,1888935462124884053,Herzlichen Dank für die riesige Unterstützung für die Alternative für Deutschland - insbesondere bei unseren Veranstaltungen!,Non-Propaganda,0
14,56297162,1882819838919524433,Mehr Konsequenz und Kontrolle bei der Migration fordern wir ja schon lange.,Propaganda,1
989,56123892,1883125088750621082,Raus aus der NATO?,Non-Propaganda,0
652,56068814,1887802762685002044,Von extremen Unwetterereignissen bis hin zu steigenden Lebensmittelpreisen.,Non-Propaganda,0
1148,56117849,1890358351449432233,"Und damit steigt die Chance auf das, was sich 77% der Bürger wünschen: eine echte Wirtschaftswende.",Propaganda,1
460,56122199,1891533071025045707,"Wenn wir die etablierten Parteien nicht abwählen, dann werden wir unser Land und unsere Lebensart verlieren.",Propaganda,1
1173,56297127,1882455178017935751,Wiederherstellung der Abschreckungs- und Verteidigungsfähigkeit .,Propaganda,1
69,56069444,1891181245867942006,"Die Anschläge von Magdeburg, Aschaffenburg und München haben uns gezeigt, dass wir mehr tun müssen, um uns vor Gefahren aus allen Richtungen zu schützen.",Propaganda,1
504,56620317,1888197112787030379,"Wir haben bei drei Mio. Arbeitslosen gleichzeitig 700.000 offene Stellen und 1,7 Mio. Menschen, die eigentlich erwerbsfähig sind, im Bürgergeld.",Propaganda,1
1,56122764,1885312201000464696,"Übernimmt sie Verantwortung dafür, wie Mehrheiten zustande kommen oder lässt sich Friedrich Merz womöglich mit Stimmen der AfD zum nächsten Bundeskanzler wählen?",Propaganda,1
1454,56117665,1873716359131250773,"Wir sagen: Wer gegen das Gesetz verstößt, wird sofort abgeschoben!",Propaganda,1
1587,56071479,1893276985385795691,"Deshalb: jetztFDP! Geben wir dem Land die Chance auf den Richtungswechsel, den es verdient.",Propaganda,1
721,56618629,1881589511810900237,Mlt DEhnts habe ich mir den Draghi-Bericht zur Wettbewerbsfähigkeit genauer angeschaut.,Non-Propaganda,0
1896,56297416,1884213683242598605,Unser Co-Vorsitzender Lars Klingbeil warnt die CDU deshalb vor einem Bruch mit der Tradition von Kohl und Merkel.,Non-Propaganda,0
1666,56615760,1889328546080035302,"Wir wollen die Einkommensteuer, Konsum- und Unternehmenssteuern auf ein international konkurrenzfähiges Niveau senken.",Non-Propaganda,0
937,56617233,1886030139844178311,Solidarität mit Gabriel!,Propaganda,1
286,56066248,1890712911623950631,"Bei uns soll ein Drittel (Grüne 3,5 Prozent des BIP) bis zur Hälfte des Staatshaushalts (AfD) in Rüstung versenkt werden.",Propaganda,1
1328,56626829,1879626527127846997,Wir meinen:,Non-Propaganda,0
930,56125771,1893000684238209193,Wir müssen in Zukunft mehr für unsere Sicherheit tun.,Propaganda,1
1459,56122835,1876215806251675773,Wir dürfen das Land nicht verwalten.,Propaganda,1
1450,56303274,1876245923430625343,Jan Marsalek verfolgt das sicher im Live Ticker,Non-Propaganda,0
1486,56619176,1883102983900344478,"Ich finde, der Kanzlerkandidat muss klarstellen, dass es keine Mehrheiten mit der AfD geben wird.",Non-Propaganda,0
408,56299544,1892216559168360667,"Es ist ein Skandal, dass CDU-Chef Merz eine erneute Amtszeit für Wirtschaftsminister Habeck nicht ausschließt.",Propaganda,1
1360,56618243,1889297298464616684,Sie handeln nicht zum Wohle der Bürger!,Propaganda,1
605,56617363,1892925455465927093,Auch deshalb am Sonntag mit beiden Stimmen AfD!,Non-Propaganda,0
518,56620380,1880320183623119051,Ich bin davon überzeugt:,Non-Propaganda,0
78,56297069,1891153316270285092,Baerbock liegt falsch und schadet deutschen Interessen:,Propaganda,1
663,56296812,1880867498410868880,"Bemerkenswert ist die doppelte Abgrenzung zu Scholz, wenn er schreibt, dass „der nächste Kanzler“ das außenpolitische Ruder „endlich“ herumreißen müsse.",Propaganda,1
24,56619861,1885734095809863983,"Wenn man an dem Tag, an dem man zum zweiten Mal mit der AfD abgestimmt hat, einer rechtsradikalen Partei, nicht ein drittes Mal ausschließt, sondern ein Bündnis mit den Grünen, dann ist das politische Koordinatensystem komplett verschoben.",Propaganda,1
1820,56121866,1878093330145296854,Mehr für Dich.,Propaganda,1
314,56621758,1892572020593807694,Für unsere Automobilindustrie als Leitindustrie braucht es unter anderem eine Abschaffung des Verbrenner-Verbots und eine neue E-Auto-Förderung.,Propaganda,1
1045,56117516,1891212730872303918,"Wir müssen wieder einsteigen, statt ständig auszusteigen.",Propaganda,1
1095,56616855,1874032783582257335,Sondern weil Menschen wie Musk Europa gezielt schwächen wollen.,Propaganda,1
825,56616514,1890780554477310130,Weil OlafScholz und die SPD die beste Wahl am 23. Februar sind – beide Stimmen für die SPD!,Non-Propaganda,0
490,56616446,1886107657888469348,Nach der Wahl werden dann Renten und Infrastruktur geschlachtet.,Propaganda,1
1518,56119124,1881302751772369386,Wurde ein unliebsamer Bundestags-Kandidat durch falsche Belästigungsvorwürfe aus dem Weg geräumt?,Non-Propaganda,0
205,56121809,1885263969880850734,"Teile von CDU & CSU wollen dem eigenen Antrag nicht zustimmen, die FDP möchte die Abstimmung zum Zustrombegrenzungsgesetz sogar verschieben.",Non-Propaganda,0
1001,56618416,1884678762052063376,"Alle zusammen gegen den Faschismus und gegen die, die mit ihnen paktieren!",Propaganda,1
1837,56071976,1885646145566671095,"Wenn es um Rüstung geht, werden FDP-Politiker plötzlich zu Keynesianern",Propaganda,1
1615,56125259,1888566463524384880,"und das ist der liberale Charakter der Bundesrepublik Deutschland und den verteidigen wir als Freie Demokraten“, so CL beim BPT25. TL jetztFDP",Propaganda,1
1053,56068273,1882868921939972491,"Europa und Deutschland müssen in die eigene Sicherheit investieren, um unsere europäische Friedensordnung zu erhalten.",Propaganda,1
356,56125745,1876335143561888156,"Ab 14.30 Uhr, live auf YouTube:",Non-Propaganda,0
1256,56123886,1891237618634960937,Wahlkampf hin oder her – gegen Putins Krieg stehen die demokratischen Parteien als demokratisches Zentrum dieses Landes zusammen.,Propaganda,1
91,56627133,1891229393122414807,"Auf Dauer ist ein Sozialsystem nicht tragfähig, das vor allem an Menschen Leistungen auszahlt, die noch nie ins Sozialsystem eingezahlt haben.",Non-Propaganda,0
1614,56618899,1890671249400967533,In Bayern steht etwa das BSW bei einer aktuellen Umfrage zur Landtagswahl bei 4 (FDP und Linke bei 1).,Non-Propaganda,0
1269,56123724,1891071219509645485,c_lindner ist heute bei „Kandidaten im Kreuzverhör“ bei RTL mit Sahra Wagenknecht und Gregor Gysi.,Non-Propaganda,0
1317,56123899,1890093867149717528,Eine Regierung ohne Beteiligung der Grünen ist in erreichbare Nähe gerückt jetztFDP,Non-Propaganda,0
1602,56616237,1892166753423147330,"Der Attentäter von Magdeburg kündigt seine Taten öffentlich auf X an und nichts passiert, aber Behörden marschieren bei Leuten ein",Propaganda,1
161,56615474,1881650696908661105,Kein Problem: Einfach AfD wählen!,Propaganda,1
725,56620635,1889021019832345052,Im Oktober gab es eine Gedenkminute für die Opfer des Überfalls der Hamas auf Israel.,Non-Propaganda,0
1119,56304810,1888677196178346050,Deshalb gibt es mit dem Made in Germany Bonus 10 % auf Investitionen wieder zurück.,Non-Propaganda,0
1077,56068375,1891508298630737925,Dann gibt's am 23.02. nur eine Wahl: Die Grünen.,Propaganda,1
498,56297283,1893011775819243994,"Da kommt wieder jemand rein, der von Wirtschaftspolitik etwas versteht.",Propaganda,1
856,56122791,1886383776105906644,"Pressekonferenz mit inesschwerdtner über den Mitglieder- und Haustürrekord bei der Linken, Merz und die wahre Brandmauer",Non-Propaganda,0
1594,56618573,1888536094842446164,"Unsere Steuerbelastung ist exorbitant hoch, die Leistungen die der Staat dem Steuerzahler dafür anbietet, sind erschreckend gering:",Propaganda,1
1921,56117990,1887571465454723549,"Wir brauchen gemeinsame Ideen, wie wir Europa voranbringen.",Propaganda,1
1810,56123691,1880643378024489068,"jan_vanaken: ""Ohne uns guckt doch keiner mehr hin und stellt die richtigen Fragen.",Propaganda,1
1396,56619024,1883492099384909836,"Realitätsfremd, dass die Grünen mit ihrem Wahlprogramm trotz Wirtschaftskrise nach links rücken.",Propaganda,1
547,56616684,1884682000583311401,Friedrich Merz und die CDU haben im Bundestag erstmals mit den Rechtsextremen paktiert.,Propaganda,1
550,56121910,1887516605527003138,Verbote von Verbrennermotoren und von Öl- und Gasheizungen sind aufzuheben – die CDU ist dazu leider nicht in der Lage.,Propaganda,1
181,56123269,1883926177292902851,"Abseits dessen gilt: Wer seine Freiheit liebt, wird jetzt Freier Demokrat.",Propaganda,1
1961,56121995,1887488826983010405,Die Preise müssen runter.,Propaganda,1
811,56119292,1884239671515107788,Der Appell von katdro an alle Abgeordneten,Non-Propaganda,0
254,56297772,1893310527171912113,"Wir wollen nicht das Land, wir wollen nicht die Menschen, sondern die Politik verändern.",Propaganda,1
1260,56122533,1887061759661347170,"Wir sagen heute einfach mal Danke an unsere vielen Wahlkämpfer*innen, die das möglich gemacht haben.",Non-Propaganda,0
1831,56066312,1880602881864188043,GregorGysi und die Silberlocken auf dem LinkeBPT DeshalbDieLinke,Non-Propaganda,0
979,56065567,1889777924007666120,"Und alles, was es für eine Wahlentscheidung braucht, erzählt dieses Video:",Non-Propaganda,0
1461,56068232,1891220209215627729,Den Grünen fehlt es am politischen Willen.,Propaganda,1
1625,56620033,1876258500726116596,"Dass Rentner im kommenden Jahr vier Mrd. € zusätzlich an Steuern zahlen müssen, ist inakzeptabel.",Non-Propaganda,0
1178,56296965,1892112832038080815,Parteien und Medien wollen aus dem Wahlkampf heraus halten wer für die massive Aufrüstung bezahlen wird!,Propaganda,1
1324,56616735,1881732213752181191,Aber wir akzeptieren keine Unterstützung rechtsextremer Positionen.,Propaganda,1
128,56118372,1891219550580121613,Wirtschaft ist nicht alles – aber ohne Wirtschaft ist alles nichts.,Propaganda,1
781,56303997,1891214068905652391,Dafür brauchen die Menschen höhere Löhne und mehr Steuergerechtigkeit (TaxTheRich).,Propaganda,1
1205,56126594,1876221443354263774,Jetzt einschalten Unser Generalsekretär MarcoBuschmann spricht beim Dreikönigstreffen 3K25. Verfolge die Rede im Livestream auf oder AllesLässtSichÄndern,Non-Propaganda,0
189,56121946,1884571962120220977,"Jeder Versuch, mit der AfD im Deutschen Bundestag abzustimmen, wird uns und unser Land auf eine Rutschbahn bringen und das weiß auch Herr Merz.",Propaganda,1
1981,56066522,1874091249541829037,"Wir müssen uns auf den Grundgedanken unserer Republik zurückbesinnen: Zusammenarbeit, Offenheit und Einigungsfähigkeit.",Propaganda,1
1116,56122153,1888952676295037190,Die Verschwörungstheorien gehen nicht aus:,Non-Propaganda,0
874,56626926,1888984674006876558,"Werd’ jetzt CDU-Mitglied und hilf dabei, Deutschland wiedernachvorne zu bringen.",Propaganda,1
472,56620814,1893414346484506995,Auch deshalb müssen wir für ordentliche Löhne sorgen – beispielsweise durch einen höheren Mindestlohn.,Non-Propaganda,0
1999,56123910,1888687380904980981,Klima zwischen CDU und SPD scheint zu stimmen – das Klima spielt keine Rolle.,Propaganda,1
71,56296639,1892337188064342354,Wie verteidigen wir die Demokratie?,Propaganda,1
851,56118247,1892586069192847377,Der mielechr wird in der heutigen CDU-Anzeige als Unterstützer genannt.,Non-Propaganda,0
573,56617570,1879843018699940344,Wir halten Kurs beim Klimaschutz - dafür müssen alle Sektoren einen Beitrag leisten.,Propaganda,1
1745,56298446,1883229412658921779,Ein kleines Zeichen in diesen Zeiten.,Non-Propaganda,0
728,56125741,1881691384937369676,Schluss mit der moralisierenden Außenpolitik!,Propaganda,1
84,56296465,1891457227523059876,HeidiReichinnek und InesSchwerdtner präsentieren unseren 100-Tage-Plan für einen Aufbruch im Parlament und in der Gesellschaft!,Propaganda,1
20,56617618,1885367485139972523,Live-Statement des Fraktionsvorsitzenden der SPD-Bundestagsfraktion Rolf Mützenich!,Non-Propaganda,0
